date,000300.SH,399905.SZ,000906.SH,000016.SH
2014/4/3,2165.008,3896.28,2465.204,1477.488
2014/4/4,2185.472,3939.229,2489.578,1490.334
2014/4/8,2237.316,3981.625,2539.693,1534.747
2014/4/9,2238.62,4018.547,2547.234,1530.875
2014/4/10,2273.761,4038.84,2579.723,1570.397
2014/4/11,2270.666,4021.194,2574.084,1565.308
2014/4/14,2268.613,4051.33,2577.674,1557.7
2014/4/15,2229.463,4021.906,2540.286,1523.22
2014/4/16,2232.526,4019.883,2542.452,1527.054
2014/4/17,2224.803,4014.94,2535.228,1520.562
2014/4/18,2224.479,4029.262,2537.471,1521.278
2014/4/21,2187.248,3965.337,2495.617,1493.756
2014/4/22,2196.795,3947.169,2500.294,1509.547
2014/4/23,2194.668,3929.168,2495.389,1507.041
2014/4/24,2190.474,3884.811,2484.164,1510.285
2014/4/25,2167.826,3800.681,2450.778,1501.046
2014/4/28,2134.969,3684.593,2403.385,1483.776
2014/4/29,2158.47,3738.926,2432.254,1496.009
2014/4/30,2158.659,3766.17,2437.184,1494.808
2014/5/5,2156.47,3798.288,2441.011,1487.532
2014/5/6,2157.328,3817.98,2445.168,1485.25
2014/5/7,2137.316,3749.965,2416.772,1476.176
2014/5/8,2135.496,3754.011,2415.983,1478.717
2014/5/9,2133.911,3716.022,2408.021,1480.737
2014/5/12,2180.054,3812.758,2462.962,1508.387
2014/5/13,2174.852,3806.89,2457.651,1503.517
2014/5/14,2172.372,3803.803,2455.068,1500.825
2014/5/15,2144.084,3732.337,2419.259,1488.771
2014/5/16,2145.952,3726.656,2419.802,1487.735
2014/5/19,2115.143,3705.364,2390.701,1459.212
2014/5/20,2115.771,3715.71,2393.03,1460.82
2014/5/21,2135.905,3747.334,2415.148,1474.139
2014/5/22,2130.868,3746.14,2410.791,1471.552
2014/5/23,2148.414,3786.563,2432.318,1484.375
2014/5/26,2155.976,3827.487,2445.711,1486.049
2014/5/27,2147.28,3818.322,2436.945,1479.733
2014/5/28,2169.352,3861.588,2462.697,1491.756
2014/5/29,2155.164,3821.867,2444.058,1484.307
2014/5/30,2156.464,3829.238,2446.42,1482.096
2014/6/3,2149.918,3822.716,2439.887,1477.522
2014/6/4,2128.274,3789.294,2416.21,1466.387
2014/6/5,2150.602,3832.055,2442.086,1484.241
2014/6/6,2134.716,3818.333,2426.6,1472.268
2014/6/9,2134.281,3797.429,2422.582,1475.347
2014/6/10,2161.268,3840.019,2452.264,1493.533
2014/6/11,2160.766,3858.051,2455.008,1488.764
2014/6/12,2153.41,3850.113,2447.56,1483.861
2014/6/13,2176.242,3891.557,2473.62,1502.961
2014/6/16,2191.855,3914.981,2490.588,1518.705
2014/6/17,2169.674,3879.344,2466.073,1501.939
2014/6/18,2160.239,3858.099,2454.592,1495.431
2014/6/19,2126.907,3755.694,2409.294,1478.038
2014/6/20,2136.729,3789.342,2423.243,1484.479
2014/6/23,2134.11,3815.879,2425.672,1475.76
2014/6/24,2144.821,3839.203,2438.569,1480.128
2014/6/25,2133.371,3814.03,2424.741,1469.954
2014/6/26,2149.076,3861.95,2446.027,1478.006
2014/6/27,2150.258,3889.323,2451.745,1473.756
2014/6/30,2165.118,3924.903,2470.195,1482.405
2014/7/1,2164.559,3951.726,2474.379,1481.663
2014/7/2,2170.867,3979.31,2484.373,1484.841
2014/7/3,2180.192,4019.647,2499.07,1489.545
2014/7/4,2178.695,4004.561,2495.22,1492.463
2014/7/7,2176.289,4014.488,2494.95,1492.836
2014/7/8,2180.473,4039.707,2502.779,1491.964
2014/7/9,2148.71,3982.404,2466.588,1475.137
2014/7/10,2142.847,3982.198,2461.705,1471.168
2014/7/11,2148.009,4029.751,2474.212,1468.541
2014/7/14,2171.758,4090.802,2504.426,1482.777
2014/7/15,2174.976,4093.113,2507.488,1484.662
2014/7/16,2170.868,4062.119,2498.72,1483.176
2014/7/17,2157.068,4031.44,2481.995,1473.668
2014/7/18,2164.144,4042.521,2489.765,1478.755
2014/7/21,2166.295,4030.242,2489.417,1479.837
2014/7/22,2192.698,4083.288,2520.438,1495.927
2014/7/23,2197.833,4057.113,2520.146,1506.755
2014/7/24,2237.015,4054.223,2552.036,1541.899
2014/7/25,2260.454,4089.801,2577.579,1557.015
2014/7/28,2323.897,4168.373,2643.646,1609.477
2014/7/29,2331.369,4207.862,2656.668,1611.852
2014/7/30,2322.011,4214.836,2650.141,1601.377
2014/7/31,2350.251,4257.045,2680.803,1621.847
2014/8/1,2329.402,4210.219,2655.45,1607.974
2014/8/4,2375.62,4278.847,2705.554,1644.634
2014/8/5,2369.353,4300.12,2704.06,1632.408
2014/8/6,2363.221,4328.601,2703.927,1619.012
2014/8/7,2327.457,4286.09,2666.993,1593.419
2014/8/8,2331.134,4311.697,2674.472,1595.662
2014/8/11,2365.349,4377.018,2714.079,1619.253
2014/8/12,2357.052,4399.806,2711.172,1607.91
2014/8/13,2358.901,4401.809,2713.048,1610.139
2014/8/14,2335.945,4373.504,2689.164,1596.839
2014/8/15,2360.635,4423.636,2718.264,1612.004
2014/8/18,2374.562,4483.544,2740.162,1613.127
2014/8/19,2374.768,4496.938,2742.654,1609.093
2014/8/20,2366.14,4497.399,2735.601,1600.338
2014/8/21,2354.244,4495.44,2725.427,1587.025
2014/8/22,2365.364,4521.752,2739.181,1594.183
2014/8/25,2342.863,4487.142,2714.581,1577.425
2014/8/26,2324.092,4407.588,2685.271,1573.391
2014/8/27,2327.595,4421.212,2690.528,1572.791
2014/8/28,2311.278,4381.494,2670.154,1563.889
2014/8/29,2338.287,4427.879,2700.522,1581.284
2014/9/1,2355.317,4507.442,2728.394,1586.022
2014/9/2,2386.46,4576.12,2766.044,1607.499
2014/9/3,2408.838,4608.557,2790.165,1624.032
2014/9/4,2426.224,4647.886,2811.355,1637.287
2014/9/5,2449.259,4666.474,2833.618,1656.237
2014/9/9,2445.224,4701.699,2836.391,1645.112
2014/9/10,2432.433,4709.909,2827.24,1629.985
2014/9/11,2423.454,4704.942,2818.956,1622.815
2014/9/12,2438.358,4756.949,2840.292,1630.204
2014/9/15,2437.189,4807.555,2848.097,1624.068
2014/9/16,2388.765,4645.546,2779.986,1600.916
2014/9/17,2401.326,4686.047,2797.39,1604.916
2014/9/18,2408.664,4719.009,2809.17,1609.869
2014/9/19,2425.211,4758.727,2829.734,1619.581
2014/9/22,2378.92,4694.229,2780.286,1583.886
2014/9/23,2399.462,4754.472,2807.71,1595.642
2014/9/24,2441.864,4815.71,2853.378,1625.731
2014/9/25,2436.965,4814.735,2849.16,1618.524
2014/9/26,2437.201,4829.935,2851.99,1616.088
2014/9/29,2447.799,4877.435,2868.987,1621.816
2014/9/30,2450.988,4916.119,2878.333,1619.697
2014/10/8,2478.383,4993.531,2914.402,1633.571
2014/10/9,2481.955,5004.001,2919.17,1634.042
2014/10/10,2466.789,4981.853,2902.794,1621.713
2014/10/13,2454.946,4982.681,2893.151,1605.986
2014/10/14,2446.562,4966.083,2883.343,1600.299
2014/10/15,2463.874,4987.707,2901.401,1612.772
2014/10/16,2444.395,4906.244,2871.169,1608.735
2014/10/17,2441.732,4860.732,2861.071,1608.516
2014/10/20,2454.711,4929.16,2883.67,1612.402
2014/10/21,2433.391,4884.024,2858.221,1600.844
2014/10/22,2418.641,4825.609,2835.897,1597.125
2014/10/23,2395.936,4755.231,2804.923,1586.557
2014/10/24,2390.706,4774.666,2803.974,1583.419
2014/10/27,2368.832,4809.518,2791.948,1559.906
2014/10/28,2416.653,4924.955,2851.494,1585.744
2014/10/29,2451.384,4991.755,2891.784,1608.402
2014/10/30,2468.925,4992.63,2906.43,1619.096
2014/10/31,2508.325,4986.416,2937.906,1657.286
2014/11/3,2512.548,5028.698,2948.733,1651.052
2014/11/4,2513.172,5003.47,2944.87,1645.624
2014/11/5,2503.448,4995.443,2935.443,1637.625
2014/11/6,2506.067,5024.848,2942.709,1635.964
2014/11/7,2502.153,4977.255,2931.216,1640.323
2014/11/10,2565.73,5031.001,2993.076,1689.024
2014/11/11,2558.612,4881.48,2961.248,1710.882
2014/11/12,2594.318,4965.384,3005.311,1731.021
2014/11/13,2579.75,4921.671,2985.689,1726.337
2014/11/14,2581.093,4909.609,2984.706,1728.805
2014/11/17,2567.101,4958.466,2981.62,1708.096
2014/11/18,2541.416,4967.651,2961.988,1679.423
2014/11/19,2537.223,4985.101,2961.55,1671.654
2014/11/20,2537.099,4974.626,2959.63,1676.598
2014/11/21,2583.455,5029.773,3007.507,1714.711
2014/11/24,2649.258,5112.119,3076.17,1758.096
2014/11/25,2685.561,5189.001,3119.508,1777.673
2014/11/26,2723.018,5214.21,3154.835,1820.489
2014/11/27,2754.49,5251.389,3187.294,1853.004
2014/11/28,2808.819,5245.267,3231.131,1914.44
2014/12/1,2819.812,5208.139,3233.775,1920.38
2014/12/2,2923.94,5277.657,3331.887,2021.54
2014/12/3,2967.549,5339.005,3378.568,2037.585
2014/12/4,3104.351,5451.962,3511.218,2160.66
2014/12/5,3124.885,5333.892,3507.709,2200.253
2014/12/8,3252.881,5412.674,3627.154,2298.849
2014/12/9,3106.913,5195.406,3468.835,2182.693
2014/12/10,3221.546,5374.097,3594.566,2254.823
2014/12/11,3183.012,5454.443,3576.656,2193.542
2014/12/12,3193.227,5493.2,3591.82,2193.287
2014/12/15,3217.228,5583.597,3627.611,2201.536
2014/12/16,3303.402,5606.693,3702.125,2299.278
2014/12/17,3360.598,5557.286,3739.99,2383.948
2014/12/18,3345.927,5558.045,3728.143,2364.041
2014/12/19,3383.167,5524.122,3752.484,2390.28
2014/12/22,3394.481,5305.209,3722.518,2426.684
2014/12/23,3324.924,5193.722,3645.743,2374.954
2014/12/24,3230.385,5262.365,3580.805,2270.883
2014/12/25,3335.419,5364.563,3684.899,2359.655
2014/12/26,3445.839,5422.751,3785.514,2464.819
2014/12/29,3455.455,5367.637,3783.504,2481.663
2014/12/30,3457.554,5275.085,3768.653,2523.627
2014/12/31,3533.705,5322.714,3839.385,2581.567
2015/1/5,3641.541,5417.017,3944.364,2649.639
2015/1/6,3641.059,5479.864,3955.21,2629.402
2015/1/7,3643.79,5488.242,3958.937,2635.231
2015/1/8,3559.259,5444.037,3881.915,2558.107
2015/1/9,3546.723,5409.058,3865.424,2569.019
2015/1/12,3513.576,5332.221,3824.61,2543.852
2015/1/13,3514.04,5405.091,3837.987,2527.828
2015/1/14,3502.423,5379.738,3823.964,2534.23
2015/1/15,3604.121,5449.038,3919.498,2632.89
2015/1/16,3635.146,5520.123,3957.55,2653.034
2015/1/19,3355.155,5281.895,3686.077,2410.201
2015/1/20,3396.222,5472.514,3753.665,2403.724
2015/1/21,3548.885,5611.694,3903.341,2542.318
2015/1/22,3567.613,5690.156,3932.654,2544.308
2015/1/23,3571.732,5633.289,3925.878,2564.514
2015/1/26,3607.985,5758.979,3977.928,2562.363
2015/1/27,3574.931,5773.816,3953.524,2522.103
2015/1/28,3525.323,5739.919,3906.894,2486.285
2015/1/29,3481.798,5701.205,3864.384,2442.038
2015/1/30,3434.39,5632.728,3813.397,2405.38
2015/2/2,3353.96,5609.389,3743.43,2332.533
2015/2/3,3437.445,5707.476,3829.204,2405.76
2015/2/4,3401.768,5683.519,3795.751,2372.455
2015/2/5,3366.946,5654.217,3762.044,2348.921
2015/2/6,3312.42,5534.785,3696.152,2325.241
2015/2/9,3345.921,5504.974,3718.232,2366.766
2015/2/10,3406.943,5580.704,3781.643,2403.548
2015/2/11,3434.124,5641.786,3814.768,2415.128
2015/2/12,3442.874,5681.341,3828.984,2416.449
2015/2/13,3469.828,5769.272,3866.719,2427.474
2015/2/16,3499.483,5869.713,3908.892,2431.21
2015/2/17,3522.322,5911.098,3934.952,2445.26
2015/2/25,3478.729,5906.538,3898.491,2407.457
2015/2/26,3566.295,5969.557,3981.348,2478.061
2015/2/27,3572.843,6018.463,3995.426,2474.595
2015/3/2,3601.265,6139.792,4040.309,2479.237
2015/3/3,3507.9,6118.656,3960.18,2396.805
2015/3/4,3530.822,6210.421,3995.295,2397.993
2015/3/5,3496.344,6208.988,3966.844,2366.899
2015/3/6,3478.52,6133.026,3938.717,2371.623
2015/3/9,3537.75,6212.236,4001.285,2429.867
2015/3/10,3520.611,6276.485,3998.73,2395.428
2015/3/11,3524.653,6262.892,3999.625,2408.503
2015/3/12,3592.844,6260.137,4054.983,2485.114
2015/3/13,3617.657,6329.576,4087.653,2495.277
